name,path,case,prefix,case_id,sample_set,energy_features
E8_case2_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E8\case2_1\sample_sample\E8_case2_1_sample_1_1_resampled.wav,case2,case2_1,sample_sample,case2,535.7698173586297
A1_case4_11_sample_63_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A1\case4_11\sample_sample\A1_case4_11_sample_63_2_resampled.wav,case4,case4_11,sample_sample,case4,145.8064839476905
E5_case3_5_sample_26_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E5\case3_5\sample_sample\E5_case3_5_sample_26_2_resampled.wav,case3,case3_5,sample_sample,case3,76.65217895617775
E4_case3_8_sample_48_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E4\case3_8\sample_sample\E4_case3_8_sample_48_2_resampled.wav,case3,case3_8,sample_sample,case3,169.49797085859396
E6_case2_3_sample_18_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E6\case2_3\sample_sample\E6_case2_3_sample_18_2_resampled.wav,case2,case2_3,sample_sample,case2,169.41283723138105
E8_case1_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E8\case1_2\sample_sample\E8_case1_2_sample_9_2_resampled.wav,case1,case1_2,sample_sample,case1,2.678690170300456
E8_case2_4_sample_19_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E8\case2_4\sample_sample\E8_case2_4_sample_19_2_resampled.wav,case2,case2_4,sample_sample,case2,239.60714333854847
E3_case4_10_sample_57_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E3\case4_10\sample_sample\E3_case4_10_sample_57_1_resampled.wav,case4,case4_10,sample_sample,case4,208.08938264931567
E9_case4_7_sample_37_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E9\case4_7\sample_sample\E9_case4_7_sample_37_2_resampled.wav,case4,case4_7,sample_sample,case4,129.37735051689356
E11_case2_4_sample_22_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E11\case2_4\sample_sample\E11_case2_4_sample_22_2_resampled.wav,case2,case2_4,sample_sample,case2,175.48220486353438
E9_case4_10_sample_59_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E9\case4_10\sample_sample\E9_case4_10_sample_59_1_resampled.wav,case4,case4_10,sample_sample,case4,670.3978025378697
A10_case3_7_sample_38_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A10\case3_7\sample_sample\A10_case3_7_sample_38_1_resampled.wav,case3,case3_7,sample_sample,case3,771.2076361324589
A1_case4_1_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A1\case4_1\sample_sample\A1_case4_1_sample_5_1_resampled.wav,case4,case4_1,sample_sample,case4,245.69500019941628
E8_case1_2_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E8\case1_2\sample_sample\E8_case1_2_sample_4_1_resampled.wav,case1,case1_2,sample_sample,case1,24.519974803939363
A5_case1_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A5\case1_2\sample_sample\A5_case1_2_sample_10_2_resampled.wav,case1,case1_2,sample_sample,case1,3.8385921429918994
A4_case1_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A4\case1_1\sample_sample\A4_case1_1_sample_3_1_resampled.wav,case1,case1_1,sample_sample,case1,2.1571291289168357
A9_case4_8_sample_46_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A9\case4_8\sample_sample\A9_case4_8_sample_46_2_resampled.wav,case4,case4_8,sample_sample,case4,191.94109733392142
A6_case4_5_sample_27_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A6\case4_5\sample_sample\A6_case4_5_sample_27_2_resampled.wav,case4,case4_5,sample_sample,case4,140.0613083830892
E5_case3_8_sample_46_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E5\case3_8\sample_sample\E5_case3_8_sample_46_2_resampled.wav,case3,case3_8,sample_sample,case3,76.63785445595298
E4_case1_1_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E4\case1_1\sample_sample\E4_case1_1_sample_7_2_resampled.wav,case1,case1_1,sample_sample,case1,0.13908282085895962
A9_case2_4_sample_20_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A9\case2_4\sample_sample\A9_case2_4_sample_20_2_resampled.wav,case2,case2_4,sample_sample,case2,191.72647195241876
A10_case3_4_sample_23_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A10\case3_4\sample_sample\A10_case3_4_sample_23_1_resampled.wav,case3,case3_4,sample_sample,case3,771.2300652985924
A10_case3_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A10\case3_1\sample_sample\A10_case3_1_sample_3_1_resampled.wav,case3,case3_1,sample_sample,case3,771.2834794919329
E10_case1_1_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E10\case1_1\sample_sample\E10_case1_1_sample_4_1_resampled.wav,case1,case1_1,sample_sample,case1,0.14760352347138905
A9_case4_2_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A9\case4_2\sample_sample\A9_case4_2_sample_12_2_resampled.wav,case4,case4_2,sample_sample,case4,191.84210871747314
E8_case2_1_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E8\case2_1\sample_sample\E8_case2_1_sample_2_1_resampled.wav,case2,case2_1,sample_sample,case2,535.778950845654
A6_case3_5_sample_29_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A6\case3_5\sample_sample\A6_case3_5_sample_29_2_resampled.wav,case3,case3_5,sample_sample,case3,140.0847488851371
A9_case4_11_sample_65_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A9\case4_11\sample_sample\A9_case4_11_sample_65_2_resampled.wav,case4,case4_11,sample_sample,case4,191.8720145655428
E10_case4_4_sample_23_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E10\case4_4\sample_sample\E10_case4_4_sample_23_1_resampled.wav,case4,case4_4,sample_sample,case4,771.1798545311567
A8_case2_2_sample_7_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A8\case2_2\sample_sample\A8_case2_2_sample_7_1_resampled.wav,case2,case2_2,sample_sample,case2,2257.0314567952496
A2_case4_4_sample_20_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A2\case4_4\sample_sample\A2_case4_4_sample_20_1_resampled.wav,case4,case4_4,sample_sample,case4,812.1294423638844
E9_case2_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E9\case2_1\sample_sample\E9_case2_1_sample_3_1_resampled.wav,case2,case2_1,sample_sample,case2,670.1506818082813
A10_case1_1_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A10\case1_1\sample_sample\A10_case1_1_sample_12_2_resampled.wav,case1,case1_1,sample_sample,case1,3.6374339150299875
E2_case4_7_sample_37_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_7\sample_sample\E2_case4_7_sample_37_2_resampled.wav,case4,case4_7,sample_sample,case4,336.2485918220967
A4_case3_10_sample_56_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A4\case3_10\sample_sample\A4_case3_10_sample_56_1_resampled.wav,case3,case3_10,sample_sample,case3,885.2380391080974
A10_case4_1_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A10\case4_1\sample_sample\A10_case4_1_sample_2_1_resampled.wav,case4,case4_1,sample_sample,case4,770.9843812647524
A10_case2_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A10\case2_1\sample_sample\A10_case2_1_sample_1_1_resampled.wav,case2,case2_1,sample_sample,case2,771.2813724547922
A2_case2_2_sample_9_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A2\case2_2\sample_sample\A2_case2_2_sample_9_1_resampled.wav,case2,case2_2,sample_sample,case2,812.1066169062464
E9_case1_1_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E9\case1_1\sample_sample\E9_case1_1_sample_9_2_resampled.wav,case1,case1_1,sample_sample,case1,0.11265195609385614
A5_case1_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A5\case1_1\sample_sample\A5_case1_1_sample_3_1_resampled.wav,case1,case1_1,sample_sample,case1,5.222236581388188
A5_case4_8_sample_46_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A5\case4_8\sample_sample\A5_case4_8_sample_46_2_resampled.wav,case4,case4_8,sample_sample,case4,444.2478390171533
A1_case2_1_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A1\case2_1\sample_sample\A1_case2_1_sample_4_1_resampled.wav,case2,case2_1,sample_sample,case2,245.81096751700792
E10_case4_4_sample_22_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E10\case4_4\sample_sample\E10_case4_4_sample_22_1_resampled.wav,case4,case4_4,sample_sample,case4,771.1878527377092
A2_case1_1_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A2\case1_1\sample_sample\A2_case1_1_sample_7_2_resampled.wav,case1,case1_1,sample_sample,case1,0.03969326615177238
A5_case3_8_sample_43_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A5\case3_8\sample_sample\A5_case3_8_sample_43_2_resampled.wav,case3,case3_8,sample_sample,case3,444.18804310463696
E2_case4_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_2\sample_sample\E2_case4_2_sample_10_2_resampled.wav,case4,case4_2,sample_sample,case4,336.2521218965506
E3_case2_3_sample_18_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E3\case2_3\sample_sample\E3_case2_3_sample_18_2_resampled.wav,case2,case2_3,sample_sample,case2,255.89082089940356
A1_case2_2_sample_11_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A1\case2_2\sample_sample\A1_case2_2_sample_11_1_resampled.wav,case2,case2_2,sample_sample,case2,245.8567787897099
A2_case3_8_sample_47_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A2\case3_8\sample_sample\A2_case3_8_sample_47_2_resampled.wav,case3,case3_8,sample_sample,case3,209.64563759553903
E11_case4_7_sample_41_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_7\sample_sample\E11_case4_7_sample_41_2_resampled.wav,case4,case4_7,sample_sample,case4,175.39847585747563
A2_case4_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A2\case4_1\sample_sample\A2_case4_1_sample_3_1_resampled.wav,case4,case4_1,sample_sample,case4,812.1207645727383
E2_case4_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_1\sample_sample\E2_case4_1_sample_1_1_resampled.wav,case4,case4_1,sample_sample,case4,302.0300208949247
E2_case3_7_sample_37_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E2\case3_7\sample_sample\E2_case3_7_sample_37_1_resampled.wav,case3,case3_7,sample_sample,case3,302.0433916030642
A1_case3_7_sample_40_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A1\case3_7\sample_sample\A1_case3_7_sample_40_1_resampled.wav,case3,case3_7,sample_sample,case3,245.76173524131613
A2_case4_7_sample_38_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A2\case4_7\sample_sample\A2_case4_7_sample_38_2_resampled.wav,case4,case4_7,sample_sample,case4,209.61972900046646
A9_case3_10_sample_56_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A9\case3_10\sample_sample\A9_case3_10_sample_56_1_resampled.wav,case3,case3_10,sample_sample,case3,444.08574167745707
E9_case1_2_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E9\case1_2\sample_sample\E9_case1_2_sample_11_2_resampled.wav,case1,case1_2,sample_sample,case1,0.020052935248742187
A10_case2_2_sample_12_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A10\case2_2\sample_sample\A10_case2_2_sample_12_1_resampled.wav,case2,case2_2,sample_sample,case2,771.2413653554629
E5_case2_1_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E5\case2_1\sample_sample\E5_case2_1_sample_5_1_resampled.wav,case2,case2_1,sample_sample,case2,122.6336495035258
A1_case3_2_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A1\case3_2\sample_sample\A1_case3_2_sample_12_2_resampled.wav,case3,case3_2,sample_sample,case3,146.10267348326335
E2_case4_8_sample_47_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_8\sample_sample\E2_case4_8_sample_47_2_resampled.wav,case4,case4_8,sample_sample,case4,336.2427446116811
E11_case3_8_sample_44_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E11\case3_8\sample_sample\E11_case3_8_sample_44_2_resampled.wav,case3,case3_8,sample_sample,case3,175.44377162302752
A9_case3_5_sample_29_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A9\case3_5\sample_sample\A9_case3_5_sample_29_2_resampled.wav,case3,case3_5,sample_sample,case3,192.0584128350178
E2_case4_4_sample_20_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_4\sample_sample\E2_case4_4_sample_20_1_resampled.wav,case4,case4_4,sample_sample,case4,302.0314387886318
E8_case4_2_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E8\case4_2\sample_sample\E8_case4_2_sample_12_2_resampled.wav,case4,case4_2,sample_sample,case4,240.12010239328723
E3_case1_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E3\case1_2\sample_sample\E3_case1_2_sample_7_2_resampled.wav,case1,case1_2,sample_sample,case1,7.062673923862917
A5_case3_11_sample_66_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A5\case3_11\sample_sample\A5_case3_11_sample_66_2_resampled.wav,case3,case3_11,sample_sample,case3,444.2229219243197
E2_case4_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_2\sample_sample\E2_case4_2_sample_7_2_resampled.wav,case4,case4_2,sample_sample,case4,336.253316531494
A9_case3_1_sample_6_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A9\case3_1\sample_sample\A9_case3_1_sample_6_1_resampled.wav,case3,case3_1,sample_sample,case3,444.1585812319424
A9_case3_11_sample_64_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A9\case3_11\sample_sample\A9_case3_11_sample_64_2_resampled.wav,case3,case3_11,sample_sample,case3,191.9087156879989
E7_case1_1_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E7\case1_1\sample_sample\E7_case1_1_sample_11_2_resampled.wav,case1,case1_1,sample_sample,case1,3.743381301874024
A6_case4_11_sample_61_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A6\case4_11\sample_sample\A6_case4_11_sample_61_2_resampled.wav,case4,case4_11,sample_sample,case4,140.23043522697395
E1_case1_2_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E1\case1_2\sample_sample\E1_case1_2_sample_2_1_resampled.wav,case1,case1_2,sample_sample,case1,0.09275861057938073
E3_case1_1_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E3\case1_1\sample_sample\E3_case1_1_sample_5_1_resampled.wav,case1,case1_1,sample_sample,case1,6.56090354799656
E7_case2_2_sample_12_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E7\case2_2\sample_sample\E7_case2_2_sample_12_1_resampled.wav,case2,case2_2,sample_sample,case2,1440.7222520214402
E2_case3_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E2\case3_2\sample_sample\E2_case3_2_sample_10_2_resampled.wav,case3,case3_2,sample_sample,case3,336.27401323253895
A6_case2_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A6\case2_1\sample_sample\A6_case2_1_sample_1_1_resampled.wav,case2,case2_1,sample_sample,case2,533.989658529995
E7_case3_2_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E7\case3_2\sample_sample\E7_case3_2_sample_12_2_resampled.wav,case3,case3_2,sample_sample,case3,577.0979499248891
A10_case3_2_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A10\case3_2\sample_sample\A10_case3_2_sample_11_2_resampled.wav,case3,case3_2,sample_sample,case3,994.1205970972275
E8_case3_8_sample_47_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E8\case3_8\sample_sample\E8_case3_8_sample_47_2_resampled.wav,case3,case3_8,sample_sample,case3,240.0113689298202
E4_case4_2_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E4\case4_2\sample_sample\E4_case4_2_sample_11_2_resampled.wav,case4,case4_2,sample_sample,case4,169.50864385897958
E8_case4_4_sample_21_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E8\case4_4\sample_sample\E8_case4_4_sample_21_1_resampled.wav,case4,case4_4,sample_sample,case4,537.4363717336992
E9_case2_2_sample_8_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E9\case2_2\sample_sample\E9_case2_2_sample_8_1_resampled.wav,case2,case2_2,sample_sample,case2,670.1316907962944
E10_case2_4_sample_23_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E10\case2_4\sample_sample\E10_case2_4_sample_23_2_resampled.wav,case2,case2_4,sample_sample,case2,139.75003379105834
E1_case3_1_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E1\case3_1\sample_sample\E1_case3_1_sample_5_1_resampled.wav,case3,case3_1,sample_sample,case3,642.6990636557875
E4_case1_1_sample_6_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E4\case1_1\sample_sample\E4_case1_1_sample_6_1_resampled.wav,case1,case1_1,sample_sample,case1,69.71014311866543
E11_case4_2_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_2\sample_sample\E11_case4_2_sample_11_2_resampled.wav,case4,case4_2,sample_sample,case4,175.410026916909
A1_case4_10_sample_55_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A1\case4_10\sample_sample\A1_case4_10_sample_55_1_resampled.wav,case4,case4_10,sample_sample,case4,245.64978081584826
A2_case4_5_sample_26_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A2\case4_5\sample_sample\A2_case4_5_sample_26_2_resampled.wav,case4,case4_5,sample_sample,case4,209.63369578151745
A9_case1_2_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A9\case1_2\sample_sample\A9_case1_2_sample_2_1_resampled.wav,case1,case1_2,sample_sample,case1,0.5807887196645538
A10_case4_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A10\case4_2\sample_sample\A10_case4_2_sample_9_2_resampled.wav,case4,case4_2,sample_sample,case4,993.8470036606935
E6_case3_10_sample_56_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E6\case3_10\sample_sample\E6_case3_10_sample_56_1_resampled.wav,case3,case3_10,sample_sample,case3,378.9484172258029
E11_case4_7_sample_40_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_7\sample_sample\E11_case4_7_sample_40_2_resampled.wav,case4,case4_7,sample_sample,case4,175.39704312275228
E9_case3_7_sample_39_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E9\case3_7\sample_sample\E9_case3_7_sample_39_1_resampled.wav,case3,case3_7,sample_sample,case3,670.3261737156516
E5_case4_2_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E5\case4_2\sample_sample\E5_case4_2_sample_11_2_resampled.wav,case4,case4_2,sample_sample,case4,76.6204230542176
A2_case2_1_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A2\case2_1\sample_sample\A2_case2_1_sample_4_1_resampled.wav,case2,case2_1,sample_sample,case2,812.0921422845743
E1_case1_1_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E1\case1_1\sample_sample\E1_case1_1_sample_11_2_resampled.wav,case1,case1_1,sample_sample,case1,0.31294448352696236
E3_case3_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E3\case3_2\sample_sample\E3_case3_2_sample_9_2_resampled.wav,case3,case3_2,sample_sample,case3,255.87890176073986
E7_case1_2_sample_8_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E7\case1_2\sample_sample\E7_case1_2_sample_8_2_resampled.wav,case1,case1_2,sample_sample,case1,1.2715503752200448
E9_case3_11_sample_63_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E9\case3_11\sample_sample\E9_case3_11_sample_63_2_resampled.wav,case3,case3_11,sample_sample,case3,129.37576823478236
A10_case2_3_sample_15_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A10\case2_3\sample_sample\A10_case2_3_sample_15_2_resampled.wav,case2,case2_3,sample_sample,case2,994.1767187414341
E11_case4_10_sample_55_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_10\sample_sample\E11_case4_10_sample_55_1_resampled.wav,case4,case4_10,sample_sample,case4,291.47900545336876
E4_case4_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E4\case4_2\sample_sample\E4_case4_2_sample_10_2_resampled.wav,case4,case4_2,sample_sample,case4,169.50521358169746
E6_case3_1_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E6\case3_1\sample_sample\E6_case3_1_sample_2_1_resampled.wav,case3,case3_1,sample_sample,case3,378.6159420688158
A2_case3_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A2\case3_2\sample_sample\A2_case3_2_sample_7_2_resampled.wav,case3,case3_2,sample_sample,case3,209.66501284028897
A4_case3_11_sample_61_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A4\case3_11\sample_sample\A4_case3_11_sample_61_2_resampled.wav,case3,case3_11,sample_sample,case3,396.7032655964533
A2_case4_10_sample_56_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A2\case4_10\sample_sample\A2_case4_10_sample_56_1_resampled.wav,case4,case4_10,sample_sample,case4,812.1245250731067
E2_case1_1_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E2\case1_1\sample_sample\E2_case1_1_sample_12_2_resampled.wav,case1,case1_1,sample_sample,case1,0.2781020302206798
A10_case3_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A10\case3_2\sample_sample\A10_case3_2_sample_9_2_resampled.wav,case3,case3_2,sample_sample,case3,994.9850371103829
